"level_1","level_2","level_3","level_4","level","lowest_cause","cause_name","rei_level_1","rei_level_2","rei_level","rei_name","Incidence","Pct_of_Ecode_Resulting_in_Ncode","Pct_of_Ncode_from_lowest_Ecodes"
"Injuries","Transport injuries","Other transport injuries",NA,3,1,"Other transport injuries","Other Injuries","Effect of different environmental factors",2,"Effect of different environmental factors",36185.2726017093,1.03872452086676,0.56161488179603
"Injuries","Transport injuries","Other transport injuries",NA,3,1,"Other transport injuries","Other Injuries","Complications following therapeutic procedures",2,"Complications following therapeutic procedures",150147.186921053,4.3100840087825,0.459526157539101
"Injuries","Transport injuries","Other transport injuries",NA,3,1,"Other transport injuries","Other Injuries","Multiple fractures, dislocations, crashes, wounds, pains, and strains",2,"Multiple fractures, dislocations, crashes, wounds, pains, and strains",67335.82204504,1.93292365821778,0.804088070280023
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Amputations",NA,1,"Amputations",10331490.2659998,1.8455497261897,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Amputations","Amputation of lower limbs, bilateral",2,"Amputation of lower limbs, bilateral",164452.029111177,0.029376632942905,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Amputations","Amputation of upper limbs, bilateral",2,"Amputation of upper limbs, bilateral",223807.762930243,0.0399795523163149,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Amputations","Amputation of fingers (excluding thumb)",2,"Amputation of fingers (excluding thumb)",4853502.72863671,0.866997925882436,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Amputations","Amputation of lower limb, unilateral",2,"Amputation of lower limb, unilateral",691976.752411753,0.123610193017934,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Amputations","Amputation of upper limb, unilateral",2,"Amputation of upper limb, unilateral",227467.263361596,0.0406332614952608,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Amputations","Amputation of thumb",2,"Amputation of thumb",2389686.67442449,0.426877969597205,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Amputations","Amputation of toe/toes",2,"Amputation of toe/toes",1780597.05512385,0.318074190937641,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Burns",NA,1,"Burns",13764210.9181897,2.45874845131298,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Burns","Lower airway burns",2,"Lower airway burns",191674.126902291,0.034239410125209,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Burns","Burns, <20% total burned surface area without lower airway burns",2,"Burns, <20% total burned surface area without lower airway burns",12620702.3171181,2.25447956741843,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Burns","Burns, >=20% total burned surface area or >= 10% burned surface area if head/neck or hands/wrist involved w/o lower airway burns",2,"Burns, >=20% total burned surface area or >= 10% burned surface area if head/neck or hands/wrist involved w/o lower airway burns",951834.474169258,0.170029473769338,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Fractures",NA,1,"Fractures",129296574.272358,23.0966928392613,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Fractures","Fracture of clavicle, scapula, or humerus",2,"Fracture of clavicle, scapula, or humerus",13905250.3309531,2.48394280787779,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Fractures","Fracture of face bones",2,"Fracture of face bones",7133554.63994029,1.27429145975457,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Fractures","Fracture of foot bones except ankle",2,"Fracture of foot bones except ankle",8334305.64250291,1.48878575118262,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Fractures","Fracture of hand (wrist and other distal part of hand)",2,"Fracture of hand (wrist and other distal part of hand)",15087814.4019374,2.69518830501475,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Fractures","Fracture of hip",2,"Fracture of hip",11705874.9510229,2.09106080095411,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Fractures","Fracture of patella, tibia or fibula, or ankle",2,"Fracture of patella, tibia or fibula, or ankle",21890565.3938619,3.91038716860949,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Fractures","Fracture of pelvis",2,"Fracture of pelvis",3950223.51775424,0.705642046198446,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Fractures","Fracture of radius and/or ulna",2,"Fracture of radius and/or ulna",23990376.9063928,4.28548373863237,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Fractures","Fracture of skull",2,"Fracture of skull",4730385.00643438,0.845004982691329,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Fractures","Fracture of sternum and/or fracture of one or more ribs",2,"Fracture of sternum and/or fracture of one or more ribs",2850812.5244312,0.509250470011743,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Fractures","Fracture of vertebral column",2,"Fracture of vertebral column",6203927.04081052,1.10822887663638,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Fractures","Fracture of femur, other than femoral neck",2,"Fracture of femur, other than femoral neck",9513483.91631617,1.69942643169768,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Head Injuries",NA,1,"Head Injuries",13006728.0649912,2.32343667766553,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Head Injuries","Minor TBI",2,"Minor TBI",7220211.29130839,1.28977123615539,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Head Injuries","Moderate/Severe TBI",2,"Moderate/Severe TBI",5786516.77368285,1.03366544151014,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Spinal Injuries",NA,1,"Spinal Injuries",583919.074708317,0.104307477498319,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Spinal Injuries","Spinal cord lesion at neck level",2,"Spinal cord lesion at neck level",302425.606687733,0.0540233287981794,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Spinal Injuries","Spinal cord lesion below neck level",2,"Spinal cord lesion below neck level",281493.468020584,0.0502841487001393,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Minor Injuries",NA,1,"Minor Injuries",227067105.415708,40.5617799017587,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Minor Injuries","Muscle and tendon injuries, including sprains and strains lesser dislocations",2,"Muscle and tendon injuries, including sprains and strains lesser dislocations",78115069.675163,13.9539642141196,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Minor Injuries","Foreign body in ear",2,"Foreign body in ear",3067756.63025837,0.548003943595842,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Minor Injuries","Open wound(s)",2,"Open wound(s)",80554728.573084,14.3897688942896,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Minor Injuries","Contusion in any part of the body",2,"Contusion in any part of the body",28935681.3526674,5.1688805218421,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Minor Injuries","Superficial injury of any part of the body",2,"Superficial injury of any part of the body",36393869.1845357,6.5011623279116,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Other Injuries",NA,1,"Other Injuries",165755547.496981,29.6094849263134,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Other Injuries","Dislocation of hip",2,"Dislocation of hip",2235615.03354972,0.399355621193529,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Other Injuries","Dislocation of knee",2,"Dislocation of knee",2911647.78320233,0.520117682028312,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Other Injuries","Dislocation of shoulder",2,"Dislocation of shoulder",4467454.81785117,0.798036856597878,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Other Injuries","Foreign body in respiratory system",2,"Foreign body in respiratory system",4294895.55700374,0.767212000898548,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Other Injuries","Foreign body in GI and urogenital system",2,"Foreign body in GI and urogenital system",6912106.48771144,1.2347334128331,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Other Injuries","Drowning and nonfatal submersion",2,"Drowning and nonfatal submersion",1550963.04056116,0.277053875205001,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Other Injuries","Asphyxiation",2,"Asphyxiation",1403659.62150618,0.250740557599854,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Other Injuries","Crush injury",2,"Crush injury",519529.476569714,0.0928053415862096,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Other Injuries","Nerve injury",2,"Nerve injury",3831823.61898884,0.684491864073561,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Other Injuries","Injury to eyes",2,"Injury to eyes",57607180.6925079,10.2905692999102,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Other Injuries","Poisoning requiring urgent care",2,"Poisoning requiring urgent care",26589994.214146,4.74986234104085,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Other Injuries","Severe chest Injury",2,"Severe chest Injury",4773538.13750772,0.852713575274408,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Other Injuries","Internal hemorrhage in abdomen and pelvis",2,"Internal hemorrhage in abdomen and pelvis",8001411.27295911,1.42931968222803,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Other Injuries","Effect of different environmental factors",2,"Effect of different environmental factors",5641781.38119556,1.00781085934459,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Other Injuries","Complications following therapeutic procedures",2,"Complications following therapeutic procedures",29824941.5465797,5.3277321361912,NA
"Injuries","Unintentional injuries",NA,NA,2,0,"Unintentional injuries","Other Injuries","Multiple fractures, dislocations, crashes, wounds, pains, and strains",2,"Multiple fractures, dislocations, crashes, wounds, pains, and strains",5189004.81514033,0.926929820308211,NA
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Amputations",NA,1,"Amputations",3731164.88053581,1.71948840912101,28.1962379498514
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Amputations","Amputation of lower limbs, bilateral",2,"Amputation of lower limbs, bilateral",144837.432785286,0.0667475962213114,66.6503728315603
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Amputations","Amputation of upper limbs, bilateral",2,"Amputation of upper limbs, bilateral",160333.299265968,0.0738887876872305,52.9931849820384
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Amputations","Amputation of fingers (excluding thumb)",2,"Amputation of fingers (excluding thumb)",1221044.36994129,0.562712104224942,20.7065424438492
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Amputations","Amputation of lower limb, unilateral",2,"Amputation of lower limb, unilateral",541599.491490292,0.249593378427611,48.07757013963
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Amputations","Amputation of upper limb, unilateral",2,"Amputation of upper limb, unilateral",166479.396125116,0.076721185249121,51.820820351279
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Amputations","Amputation of thumb",2,"Amputation of thumb",745693.86920607,0.343649237143415,26.2301222448501
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Amputations","Amputation of toe/toes",2,"Amputation of toe/toes",751177.021721792,0.346176120167376,29.7446540702265
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Burns",NA,1,"Burns",2183451.41751442,1.00623251035632,13.362752009187
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Burns","Lower airway burns",2,"Lower airway burns",146269.550855568,0.0674075805696819,57.525480927111
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Burns","Burns, <20% total burned surface area without lower airway burns",2,"Burns, <20% total burned surface area without lower airway burns",1744864.4979347,0.804111953169597,11.9641401200021
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Burns","Burns, >=20% total burned surface area or >= 10% burned surface area if head/neck or hands/wrist involved w/o lower airway burns",2,"Burns, >=20% total burned surface area or >= 10% burned surface area if head/neck or hands/wrist involved w/o lower airway burns",292317.368724155,0.134712976617039,19.4690730729356
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Fractures",NA,1,"Fractures",84437845.6672288,38.9127528706527,47.374162648513
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Fractures","Fracture of clavicle, scapula, or humerus",2,"Fracture of clavicle, scapula, or humerus",9793067.80732948,4.51308562435358,50.6106477371931
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Fractures","Fracture of face bones",2,"Fracture of face bones",3709125.3199581,1.7093315894229,34.7415562979408
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Fractures","Fracture of foot bones except ankle",2,"Fracture of foot bones except ankle",4284808.98172877,1.97463248483465,40.1050881134007
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Fractures","Fracture of hand (wrist and other distal part of hand)",2,"Fracture of hand (wrist and other distal part of hand)",6610255.28317154,3.04630261719019,34.8439163507013
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Fractures","Fracture of hip",2,"Fracture of hip",9851524.45431378,4.54002507359903,69.1637066395562
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Fractures","Fracture of patella, tibia or fibula, or ankle",2,"Fracture of patella, tibia or fibula, or ankle",15305872.6816436,7.05363378736259,46.8326843629986
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Fractures","Fracture of pelvis",2,"Fracture of pelvis",2452269.04110109,1.13011574862757,40.589901432364
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Fractures","Fracture of radius and/or ulna",2,"Fracture of radius and/or ulna",17229397.1366157,7.94008027549267,56.1854151441554
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Fractures","Fracture of skull",2,"Fracture of skull",2498992.28371146,1.15164791798416,32.9050335416949
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Fractures","Fracture of sternum and/or fracture of one or more ribs",2,"Fracture of sternum and/or fracture of one or more ribs",1788228.50128015,0.824096034150461,43.5139590746029
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Fractures","Fracture of vertebral column",2,"Fracture of vertebral column",4576494.81013788,2.10905441930094,53.3434603879254
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Fractures","Fracture of femur, other than femoral neck",2,"Fracture of femur, other than femoral neck",6337809.3662372,2.92074729833393,43.2943705223201
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Head Injuries",NA,1,"Head Injuries",8970111.07894208,4.13383019046692,33.026057348827
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Head Injuries","Minor TBI",2,"Minor TBI",4239226.77676768,1.95362615689089,33.462669866736
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Head Injuries","Moderate/Severe TBI",2,"Moderate/Severe TBI",4730884.3021744,2.18020403357603,32.6443869889529
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Spinal Injuries",NA,1,"Spinal Injuries",476996.391760238,0.219821367611739,52.4748210625547
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Spinal Injuries","Spinal cord lesion at neck level",2,"Spinal cord lesion at neck level",248034.552789781,0.114305465515181,50.3850167152004
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Spinal Injuries","Spinal cord lesion below neck level",2,"Spinal cord lesion below neck level",228961.838970457,0.105515902096558,54.9435298266427
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Minor Injuries",NA,1,"Minor Injuries",85771017.7588907,39.5271384666725,30.4395242028725
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Minor Injuries","Muscle and tendon injuries, including sprains and strains lesser dislocations",2,"Muscle and tendon injuries, including sprains and strains lesser dislocations",28811444.3754903,13.2776079964003,32.9074598209261
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Minor Injuries","Foreign body in ear",2,"Foreign body in ear",638444.020208501,0.294223688250273,17.3061557304654
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Minor Injuries","Open wound(s)",2,"Open wound(s)",26319693.3593016,12.1292971798232,25.1436983633556
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Minor Injuries","Contusion in any part of the body",2,"Contusion in any part of the body",13340298.1874459,6.14780875195124,36.2792681345738
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Minor Injuries","Superficial injury of any part of the body",2,"Superficial injury of any part of the body",16661137.8164445,7.67820085024757,33.9435190187998
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Other Injuries",NA,1,"Other Injuries",31422145.1052638,14.4807361851188,16.0085161158253
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Other Injuries","Dislocation of hip",2,"Dislocation of hip",1307507.24979864,0.602558083830266,43.983817531788
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Other Injuries","Dislocation of knee",2,"Dislocation of knee",1701891.57917606,0.784308101536814,47.0479486262583
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Other Injuries","Dislocation of shoulder",2,"Dislocation of shoulder",3003866.840774,1.38431679666541,51.3937486681671
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Other Injuries","Foreign body in respiratory system",2,"Foreign body in respiratory system",808799.413283464,0.372731107033006,16.1080323161219
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Other Injuries","Foreign body in GI and urogenital system",2,"Foreign body in GI and urogenital system",821418.671099793,0.378546627987355,10.7414186856507
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Other Injuries","Drowning and nonfatal submersion",2,"Drowning and nonfatal submersion",594817.639561505,0.274118692020881,27.1779278715038
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Other Injuries","Asphyxiation",2,"Asphyxiation",554704.524191451,0.255632766273575,31.1794048523545
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Other Injuries","Crush injury",2,"Crush injury",316159.971192046,0.145700719024426,37.3511080880693
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Other Injuries","Nerve injury",2,"Nerve injury",1570532.30274652,0.723771845305041,31.2962636890803
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Other Injuries","Injury to eyes",2,"Injury to eyes",3001090.94095937,1.3830375373164,5.00738535829472
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Other Injuries","Poisoning requiring urgent care",2,"Poisoning requiring urgent care",3592203.23531599,1.65544863979471,10.8855191632042
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Other Injuries","Severe chest Injury",2,"Severe chest Injury",2255675.60447617,1.03951666056548,28.3611998502997
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Other Injuries","Internal hemorrhage in abdomen and pelvis",2,"Internal hemorrhage in abdomen and pelvis",2974739.71825975,1.37089371000002,22.9351271982327
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Other Injuries","Effect of different environmental factors",2,"Effect of different environmental factors",944372.06649975,0.435209076584893,14.6571621094731
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Other Injuries","Complications following therapeutic procedures",2,"Complications following therapeutic procedures",4966752.68660052,2.28890278211286,15.2007694870807
"Injuries","Unintentional injuries","Falls",NA,3,1,"Falls","Other Injuries","Multiple fractures, dislocations, crashes, wounds, pains, and strains",2,"Multiple fractures, dislocations, crashes, wounds, pains, and strains",3007612.6613288,1.38604303906768,35.9152882900874
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Amputations",NA,1,"Amputations",11190.2070270933,6.09452780986914,0.0845638695009138
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Amputations","Amputation of lower limbs, bilateral",2,"Amputation of lower limbs, bilateral",0,0,0
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Amputations","Amputation of upper limbs, bilateral",2,"Amputation of upper limbs, bilateral",317.327975854933,0.17282648739339,0.104882892084449
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Amputations","Amputation of fingers (excluding thumb)",2,"Amputation of fingers (excluding thumb)",4111.55621752137,2.23927883093269,0.0697240128403129
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Amputations","Amputation of lower limb, unilateral",2,"Amputation of lower limb, unilateral",362.033089265131,0.197174254710129,0.0321375324672425
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Amputations","Amputation of upper limb, unilateral",2,"Amputation of upper limb, unilateral",325.619204464567,0.17734214320003,0.101357012881061
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Amputations","Amputation of thumb",2,"Amputation of thumb",3017.41428857724,1.64337578841088,0.106138924994791
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Amputations","Amputation of toe/toes",2,"Amputation of toe/toes",3056.25625141009,1.66453030522201,0.121019789369741
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Burns",NA,1,"Burns",16243.4530106838,8.8466795888788,0.0994101506511837
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Burns","Lower airway burns",2,"Lower airway burns",306.361534456858,0.166853829165169,0.120487104145145
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Burns","Burns, <20% total burned surface area without lower airway burns",2,"Burns, <20% total burned surface area without lower airway burns",14420.7393103077,7.85397415371791,0.0988797387686895
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Burns","Burns, >=20% total burned surface area or >= 10% burned surface area if head/neck or hands/wrist involved w/o lower airway burns",2,"Burns, >=20% total burned surface area or >= 10% burned surface area if head/neck or hands/wrist involved w/o lower airway burns",1516.35216591917,0.825851605995727,0.100992873777688
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Fractures",NA,1,"Fractures",47669.1687455416,25.9620821929075,0.026744961760046
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Fractures","Fracture of clavicle, scapula, or humerus",2,"Fracture of clavicle, scapula, or humerus",4159.18349684282,2.2652180988685,0.0214946914464856
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Fractures","Fracture of face bones",2,"Fracture of face bones",3357.38385963143,1.82853357863607,0.0314469666866097
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Fractures","Fracture of foot bones except ankle",2,"Fracture of foot bones except ankle",3466.60412524623,1.88801826418113,0.0324468288995196
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Fractures","Fracture of hand (wrist and other distal part of hand)",2,"Fracture of hand (wrist and other distal part of hand)",4045.60364132318,2.20335904778666,0.0213251483986144
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Fractures","Fracture of hip",2,"Fracture of hip",3258.05937908351,1.77443843924907,0.0228735627825108
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Fractures","Fracture of patella, tibia or fibula, or ankle",2,"Fracture of patella, tibia or fibula, or ankle",4487.21418977421,2.44387361218659,0.0137299120533581
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Fractures","Fracture of pelvis",2,"Fracture of pelvis",3620.2905514094,1.9717205760314,0.0599229669238272
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Fractures","Fracture of radius and/or ulna",2,"Fracture of radius and/or ulna",5584.81931144772,3.04166281502241,0.0182122095759191
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Fractures","Fracture of skull",2,"Fracture of skull",3603.65873670639,1.96266238282812,0.047450531310979
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Fractures","Fracture of sternum and/or fracture of one or more ribs",2,"Fracture of sternum and/or fracture of one or more ribs",3050.84160640163,1.66158132451909,0.0742378262671805
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Fractures","Fracture of vertebral column",2,"Fracture of vertebral column",4065.31535700921,2.21409464893665,0.0473851709021192
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Fractures","Fracture of femur, other than femoral neck",2,"Fracture of femur, other than femoral neck",4970.19449066589,2.70691940466179,0.0339520218126469
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Head Injuries",NA,1,"Head Injuries",6709.40492571195,3.65414641645337,0.0247026140371049
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Head Injuries","Minor TBI",2,"Minor TBI",4500.58925507187,2.45115808040224,0.0355257551385538
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Head Injuries","Moderate/Severe TBI",2,"Moderate/Severe TBI",2208.81567064008,1.20298833605113,0.0152414282265363
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Spinal Injuries",NA,1,"Spinal Injuries",658.29509846029,0.35852757459742,0.0724196620661734
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Spinal Injuries","Spinal cord lesion at neck level",2,"Spinal cord lesion at neck level",318.903123186673,0.173684360638692,0.0647810517186623
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Spinal Injuries","Spinal cord lesion below neck level",2,"Spinal cord lesion below neck level",339.391975273617,0.184843213958728,0.0814432361314816
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Minor Injuries",NA,1,"Minor Injuries",22376.9838630476,12.1871874330962,0.00794143242885699
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Minor Injuries","Muscle and tendon injuries, including sprains and strains lesser dislocations",2,"Muscle and tendon injuries, including sprains and strains lesser dislocations",4283.73393730475,2.33305206487904,0.0048927363928104
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Minor Injuries","Foreign body in ear",2,"Foreign body in ear",2851.49208801285,1.55300950089126,0.0772947424947675
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Minor Injuries","Open wound(s)",2,"Open wound(s)",8408.8321129009,4.57970625892047,0.00803311555908221
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Minor Injuries","Contusion in any part of the body",2,"Contusion in any part of the body",3406.96567605275,1.85553734704822,0.00926532672284082
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Minor Injuries","Superficial injury of any part of the body",2,"Superficial injury of any part of the body",3425.96004877634,1.86588226135719,0.00697966377533418
"Injuries","Unintentional injuries","Exposure to forces of nature",NA,3,1,"Exposure to forces of nature","Other Injuries",NA,1,"Other Injuries",78763.2177452377,42.8968489841976,0.040127185346034
